,lettr,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybr,xy2br,xege,xegvy,yege,yegvx,label
5129,D,4,9,6,7,6,7,7,8,6,6,5,5,3,9,4,8,1
5130,T,3,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,0
5131,Z,2,5,5,3,2,7,8,2,9,12,6,8,1,9,5,8,0
5132,D,3,9,4,6,3,6,7,11,9,7,6,6,3,8,4,8,1
5133,M,6,10,9,8,7,10,6,2,5,9,4,7,8,6,2,8,1
5134,Z,2,1,3,2,2,7,7,5,8,6,6,9,2,8,7,8,0
5135,G,5,8,6,6,3,5,7,6,6,10,8,10,2,8,5,9,1
5136,D,3,2,4,3,2,7,7,6,7,6,6,5,2,8,3,7,1
5137,K,5,10,7,8,6,10,6,1,6,10,3,8,4,9,4,11,1
5138,Z,6,10,8,8,6,8,7,2,9,12,5,8,1,8,6,8,0
5139,C,6,10,6,8,4,4,7,6,6,13,10,12,2,11,3,7,1
5140,K,6,11,9,8,7,6,6,1,6,9,6,10,5,7,5,8,1
5141,O,4,9,5,6,4,8,6,7,3,10,4,8,3,8,3,7,0
5142,M,5,5,7,4,5,8,6,6,5,7,7,8,8,6,2,8,1
5143,R,4,5,4,6,3,5,11,8,4,7,3,9,3,7,6,11,0
5144,U,4,10,6,7,4,5,8,7,7,8,10,10,3,9,1,8,0
5145,Q,7,13,6,7,4,10,3,4,7,10,4,9,3,9,6,13,0
5146,O,4,9,6,7,4,8,6,9,3,6,5,7,3,8,4,9,0
5147,U,3,5,4,3,2,5,8,4,7,10,8,9,3,9,2,6,0
5148,H,3,7,5,5,4,6,7,6,4,6,5,8,3,7,6,11,1
5149,A,2,3,4,4,1,7,5,3,1,6,1,8,2,7,2,7,1
5150,W,5,10,7,8,4,11,8,5,2,6,9,8,8,10,0,8,0
5151,F,2,3,4,2,1,5,11,3,5,13,7,4,1,9,1,7,1
5152,U,5,5,6,3,2,4,8,5,8,10,10,9,3,9,2,5,0
5153,U,1,0,1,0,0,7,6,10,4,7,11,8,3,10,0,8,0
5154,J,5,9,6,7,3,7,7,3,6,15,6,10,1,6,1,7,1
5155,S,3,3,4,5,2,8,6,5,9,5,6,8,0,9,9,8,0
5156,W,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,0
5157,Q,2,2,3,2,2,8,8,5,2,8,7,9,2,9,3,8,0
5158,A,3,9,5,7,3,13,2,4,4,12,1,9,3,6,3,10,1
5159,U,6,7,7,5,4,3,8,5,7,10,9,10,3,9,2,5,0
5160,G,3,3,4,5,2,8,7,8,7,6,6,10,2,7,5,11,1
5161,Q,4,7,5,6,3,8,7,8,6,6,7,9,3,8,5,9,0
5162,B,6,11,8,8,8,9,7,3,6,9,4,6,3,8,5,9,1
5163,E,5,8,7,6,4,5,9,4,10,12,10,8,2,8,5,3,1
5164,E,5,7,7,5,4,6,7,4,9,12,8,9,2,8,5,7,1
5165,M,6,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,1
5166,E,4,9,4,7,2,3,7,6,11,7,7,15,0,8,7,7,1
5167,I,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,1
5168,D,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,1
5169,W,4,5,5,4,3,7,11,3,2,6,9,8,7,11,0,8,0
5170,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1
5171,F,8,12,7,6,4,9,7,4,7,12,4,6,2,8,8,8,1
5172,T,4,5,6,4,5,8,9,5,7,7,7,8,3,10,7,7,0
5173,G,7,11,8,8,6,6,6,7,7,9,8,11,2,11,5,9,1
5174,H,7,11,8,6,5,6,9,3,5,10,6,8,6,7,5,7,1
5175,H,4,10,6,8,7,8,7,5,6,7,6,6,3,8,4,7,1
5176,F,5,6,6,7,6,6,12,3,5,9,7,6,4,9,5,6,1
5177,N,4,10,5,8,3,7,7,14,2,4,6,8,6,8,0,8,0
5178,C,4,7,4,5,2,5,9,6,7,12,9,9,2,10,2,7,1
5179,X,4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,0
5180,P,3,7,4,5,3,5,11,5,4,11,8,4,1,10,4,7,0
5181,N,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,0
5182,D,4,8,5,6,5,8,8,6,5,9,5,5,3,8,3,7,1
5183,U,6,11,8,8,8,9,7,8,5,6,7,9,6,8,4,6,0
5184,P,6,6,8,8,9,7,9,3,3,8,8,6,6,11,6,5,0
5185,B,0,0,1,0,0,6,7,6,4,7,6,8,1,8,5,10,1
5186,X,4,7,7,5,3,5,9,2,8,10,10,8,3,8,4,6,0
5187,T,3,5,4,7,1,10,14,1,6,4,11,9,0,8,0,8,0
5188,O,3,10,5,8,5,8,6,8,4,6,5,6,3,8,3,7,0
5189,Z,4,7,5,5,4,9,9,6,4,7,5,8,3,9,10,7,0
5190,T,1,1,2,1,0,7,14,1,5,7,11,8,0,8,0,8,0
5191,W,3,4,4,2,2,6,11,3,2,8,7,7,6,11,1,6,0
5192,T,7,9,6,4,2,4,12,3,7,13,8,4,2,8,3,4,0
5193,T,2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8,0
5194,A,5,11,5,6,4,9,4,5,3,10,6,12,7,4,6,10,1
5195,R,5,10,6,8,6,5,8,6,6,6,5,9,4,8,6,10,0
5196,R,1,0,1,0,0,6,9,7,3,7,5,8,2,7,3,10,0
5197,T,3,2,4,4,3,7,11,3,6,7,11,8,2,11,1,8,0
5198,L,1,0,2,1,0,2,1,6,5,0,2,5,0,8,0,8,1
5199,T,4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5,0
5200,Y,2,3,3,5,0,7,10,1,3,7,12,8,1,11,0,8,0
5201,T,5,11,5,8,3,5,11,2,8,12,10,4,1,11,2,4,0
5202,S,2,6,3,4,1,6,5,5,8,5,6,11,0,9,8,8,0
5203,N,6,8,8,6,4,9,9,3,5,10,3,5,5,9,1,7,0
5204,F,4,7,6,5,5,5,9,2,4,10,8,7,5,10,3,4,1
5205,M,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,1
5206,H,9,11,12,8,8,5,7,4,7,10,9,10,3,8,4,6,1
5207,D,6,9,6,5,3,9,5,4,5,12,3,8,5,7,5,10,1
5208,J,4,9,6,6,5,9,8,3,4,8,4,6,4,8,5,4,1
5209,O,4,7,5,5,2,8,7,8,7,7,6,9,3,8,4,8,0
5210,P,2,4,4,3,2,8,9,3,4,12,4,3,1,10,3,8,0
5211,C,3,9,5,7,3,4,8,7,7,9,9,14,2,9,4,9,1
5212,B,3,5,5,3,3,9,7,3,6,10,5,6,2,8,5,9,1
5213,T,2,1,3,3,1,7,12,3,6,7,11,8,2,11,1,8,0
5214,F,4,4,4,6,2,1,13,5,4,12,10,7,0,8,2,6,1
5215,J,1,3,2,4,0,14,3,6,4,13,2,10,0,7,0,8,1
5216,L,3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,8,1
5217,E,3,5,6,3,3,7,7,2,8,11,6,9,2,8,4,8,1
5218,S,4,7,5,5,6,8,8,4,3,8,5,7,3,8,10,8,0
5219,P,7,12,6,6,3,8,9,7,5,14,4,4,4,10,4,7,0
5220,A,2,6,4,4,2,8,2,2,2,7,2,8,2,6,3,6,1
5221,F,5,10,7,8,4,5,13,5,4,13,8,3,2,10,2,5,1
5222,H,6,9,6,4,3,8,8,4,4,8,6,6,6,10,4,8,1
5223,S,5,11,7,8,4,8,9,6,10,5,6,6,0,8,9,7,0
5224,B,3,7,4,5,3,6,7,8,6,7,6,6,2,8,9,10,1
5225,G,7,11,8,9,5,7,6,7,7,12,6,12,3,11,5,8,1
5226,Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,0
5227,S,2,1,2,2,1,8,7,6,5,7,6,7,2,8,8,8,0
5228,W,3,3,5,4,2,9,8,4,1,7,8,8,8,9,0,8,0
5229,Z,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,0
5230,A,4,11,6,8,5,7,3,1,2,5,2,7,4,6,4,7,1
5231,R,7,9,10,8,10,8,8,4,4,8,4,7,8,6,7,6,0
5232,U,3,8,4,6,2,8,6,13,5,6,13,8,3,9,0,8,0
5233,O,5,9,6,7,3,8,8,9,8,6,8,9,3,8,4,8,0
5234,I,5,10,6,8,4,6,8,0,7,13,7,8,0,8,1,7,1
5235,Z,3,5,5,7,4,9,4,3,5,7,3,6,3,8,7,6,0
5236,V,6,11,5,6,3,9,10,5,4,7,10,5,4,11,3,6,0
5237,R,6,10,8,8,6,8,8,5,7,8,3,9,4,5,5,12,0
5238,N,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5,0
5239,C,4,7,5,5,2,6,8,6,10,6,7,12,1,7,4,8,1
5240,F,3,8,6,6,6,11,6,1,5,9,5,6,4,10,4,7,1
5241,A,3,8,6,6,4,10,5,1,4,8,2,6,2,7,4,8,1
5242,X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,0
5243,A,3,5,5,5,4,9,8,2,4,7,7,7,4,8,4,5,1
5244,P,3,4,4,5,2,4,13,8,2,11,6,3,1,10,4,8,0
5245,W,6,9,6,6,6,3,11,2,3,10,10,8,6,11,2,7,0
5246,V,4,10,6,8,4,6,11,2,3,7,11,9,2,10,1,9,0
5247,Q,3,5,3,6,4,8,9,5,1,6,7,11,2,9,5,9,0
5248,B,5,10,5,8,4,6,8,9,7,7,6,7,2,8,9,10,1
5249,C,5,10,6,8,2,6,7,7,11,7,6,14,1,8,4,9,1
5250,L,4,8,4,6,2,0,1,5,5,0,1,6,0,8,0,8,1
5251,S,5,10,6,7,3,7,7,6,9,5,6,8,0,8,9,7,0
5252,V,2,2,4,3,1,7,12,2,3,7,11,9,2,10,1,8,0
5253,F,2,4,4,2,1,6,10,2,5,13,7,5,1,9,1,7,1
5254,E,4,9,4,6,2,3,8,6,10,7,6,14,0,8,7,7,1
5255,T,6,7,6,5,3,7,10,2,10,11,9,4,1,11,4,5,0
5256,Q,6,7,8,6,7,8,4,5,5,7,4,10,4,5,7,7,0
5257,Z,1,3,3,2,1,7,8,2,9,11,6,8,1,8,5,7,0
5258,K,1,0,1,0,0,5,7,7,1,7,6,11,2,8,2,11,1
5259,M,3,4,6,3,3,7,6,3,4,9,7,8,7,5,1,8,1
5260,E,1,3,2,2,2,7,7,5,6,7,6,8,2,8,5,10,1
5261,U,6,9,8,8,7,7,6,5,4,6,7,8,7,8,2,7,0
5262,D,3,8,3,6,2,5,7,10,8,6,6,5,3,8,4,8,1
5263,E,4,6,4,8,3,3,7,6,11,7,6,15,0,8,7,7,1
5264,W,9,11,9,9,7,7,11,4,3,8,6,6,11,13,4,4,0
5265,W,5,11,7,8,9,8,7,6,2,7,8,8,6,8,4,8,0
5266,H,4,4,5,3,4,6,7,6,6,7,6,10,3,8,3,9,1
5267,Q,3,4,4,5,4,8,7,7,3,6,6,9,2,8,5,9,0
5268,S,6,10,8,8,4,8,7,4,8,11,5,7,2,8,5,8,0
5269,G,3,2,5,4,3,6,6,6,6,6,6,9,2,9,4,9,1
5270,Z,4,10,5,7,4,6,8,6,10,7,7,10,1,9,8,8,0
5271,A,8,12,6,6,3,10,1,2,2,10,4,12,3,5,4,8,1
5272,R,4,9,5,6,3,5,12,8,4,7,3,9,3,7,6,11,0
5273,F,6,11,8,8,8,7,6,5,5,7,6,8,6,10,8,12,1
5274,Y,0,0,1,0,0,7,10,1,3,7,11,8,1,11,0,8,0
5275,L,4,10,6,7,7,6,7,3,6,7,7,11,5,11,6,5,1
5276,Z,5,8,6,6,5,9,11,6,6,6,5,9,3,8,8,5,0
5277,B,3,7,5,5,5,8,7,5,6,6,6,6,2,8,5,9,1
5278,V,3,3,4,2,1,3,12,4,3,11,11,7,2,11,1,8,0
5279,E,2,4,4,3,2,7,7,2,7,11,6,8,2,8,5,9,1
5280,E,7,13,5,7,4,9,5,4,5,11,4,9,3,9,7,11,1
5281,Y,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5,0
5282,R,8,10,6,5,3,10,5,5,5,10,3,9,6,6,6,10,0
5283,P,1,1,2,1,1,5,11,7,1,9,6,4,1,9,3,8,0
5284,O,5,8,6,6,8,8,6,5,2,7,6,8,8,9,4,10,0
5285,Y,4,5,5,4,2,3,11,3,6,12,11,6,1,11,2,5,0
5286,Z,6,10,8,8,4,6,9,3,10,11,9,5,2,8,7,5,0
5287,H,3,8,5,6,6,8,7,4,2,6,6,7,6,8,8,7,1
5288,Y,7,10,7,8,4,4,10,2,8,10,11,6,2,10,4,3,0
5289,T,6,9,6,6,3,7,10,2,9,11,9,4,3,9,4,4,0
5290,P,2,4,3,2,2,5,10,4,4,9,8,5,3,10,3,7,0
5291,G,2,2,4,3,2,6,6,6,6,7,6,11,2,9,4,9,1
5292,W,7,8,7,6,6,4,12,3,2,9,8,7,6,12,2,6,0
5293,X,3,2,5,4,3,8,7,3,9,6,6,8,3,8,6,8,0
5294,D,5,9,8,6,5,10,6,5,8,10,3,5,3,8,4,9,1
5295,K,4,5,5,7,2,4,8,8,2,7,4,11,3,8,2,11,1
5296,J,3,9,5,6,3,7,7,3,6,15,5,9,1,7,1,7,1
5297,H,5,5,6,7,3,7,6,15,0,7,7,8,3,8,0,8,1
5298,T,2,5,4,7,1,5,14,1,6,9,11,7,0,8,0,8,0
5299,K,7,9,7,5,4,6,8,2,6,10,4,9,5,6,3,8,1
5300,X,4,8,6,6,3,5,8,2,8,10,10,9,3,8,3,6,0
5301,P,2,1,2,1,1,5,10,4,4,10,8,4,0,9,3,7,0
5302,S,3,6,4,4,3,8,7,7,5,7,6,8,2,8,9,8,0
5303,U,6,10,7,8,4,4,8,6,8,10,9,9,3,9,2,5,0
5304,S,3,8,4,6,2,8,7,5,9,5,6,7,0,8,9,8,0
5305,M,7,8,10,6,7,11,6,2,5,9,3,6,9,8,2,9,1
5306,Q,4,7,4,8,5,8,7,6,4,8,7,9,3,8,6,8,0
5307,D,6,14,6,8,5,8,6,4,6,9,5,7,5,9,7,6,1
5308,C,1,3,2,2,1,5,8,4,5,12,8,10,1,10,2,8,1
5309,N,4,2,5,4,3,7,8,5,5,7,7,7,5,9,2,6,0
5310,X,5,9,7,7,4,6,8,1,8,10,8,9,3,8,3,6,0
5311,P,7,10,9,8,5,9,8,3,7,13,3,3,2,10,4,9,0
5312,K,2,3,4,1,2,6,8,1,6,10,6,9,3,8,2,8,1
5313,T,3,6,4,4,2,9,11,2,9,5,11,8,1,10,1,8,0
5314,D,6,7,8,6,6,5,7,6,8,7,6,7,4,7,5,5,1
5315,U,8,10,8,8,5,3,8,5,7,10,10,9,3,9,2,6,0
5316,T,3,5,5,3,2,8,12,3,7,6,11,7,2,11,1,7,0
5317,I,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,1
5318,D,3,9,5,6,5,7,8,7,5,8,7,5,3,8,3,7,1
5319,T,2,4,3,5,1,7,14,0,6,7,11,8,0,8,0,8,0
5320,M,3,4,5,3,3,9,6,3,4,9,5,7,6,5,1,8,1
5321,H,3,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8,1
5322,Z,5,11,7,8,5,8,7,2,9,12,6,7,1,7,6,7,0
5323,H,8,10,11,8,7,9,7,3,6,10,4,7,3,8,4,8,1
5324,I,1,5,3,4,1,7,7,0,8,13,6,8,0,8,1,7,1
5325,A,4,10,5,7,4,9,4,3,1,8,2,8,2,7,2,8,1
5326,G,3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,9,1
5327,L,3,7,4,5,2,5,4,1,9,7,2,10,0,7,2,7,1
5328,O,3,5,4,3,2,8,7,8,5,7,7,8,2,8,3,8,0
5329,G,6,10,8,8,9,7,7,6,2,7,6,11,7,9,10,7,1
5330,W,3,6,4,4,3,9,10,2,2,6,9,8,6,11,1,8,0
5331,J,2,9,3,7,2,10,7,0,7,10,4,6,0,7,1,7,1
5332,N,10,12,8,6,4,4,8,4,6,3,2,12,6,11,2,7,0
5333,F,3,7,3,5,2,1,11,3,4,11,11,8,0,8,1,7,1
5334,S,3,2,3,3,2,8,8,6,5,7,6,7,2,8,9,8,0
5335,G,4,10,6,7,3,7,5,7,10,5,4,10,1,9,6,11,1
5336,H,5,9,7,7,5,9,7,3,6,10,5,7,3,8,3,9,1
5337,B,5,9,7,6,7,8,7,4,4,7,6,7,4,8,6,8,1
5338,W,5,7,7,5,4,5,8,5,1,8,10,9,8,11,0,8,0
5339,U,4,5,5,4,2,4,8,5,7,10,9,9,3,9,2,5,0
5340,S,8,15,6,9,3,8,4,4,5,8,2,8,4,6,6,9,0
5341,L,5,9,5,5,3,10,4,3,3,12,7,11,3,10,4,10,1
5342,W,4,9,6,6,3,6,8,4,2,7,8,8,8,10,0,8,0
5343,N,7,9,6,4,3,4,9,4,7,3,3,11,5,9,2,8,0
5344,O,2,1,2,2,1,7,7,7,4,7,6,8,2,8,2,7,0
5345,O,7,11,9,8,10,7,10,5,3,8,7,7,11,11,7,10,0
5346,L,7,14,7,8,4,6,5,4,5,12,9,11,3,9,7,8,1
5347,S,3,7,4,5,5,8,8,5,3,8,5,8,4,9,10,6,0
5348,B,6,9,9,7,6,10,6,3,7,11,3,7,6,8,7,11,1
5349,H,2,6,2,4,1,7,8,14,1,7,5,8,3,8,0,8,1
5350,G,3,1,4,2,2,7,7,6,6,6,6,9,2,9,4,9,1
5351,L,2,1,3,2,1,4,3,5,6,2,3,4,1,7,0,6,1
5352,Q,1,2,2,3,1,8,6,6,3,8,6,9,2,9,3,8,0
5353,M,4,5,5,7,4,8,7,12,2,6,9,8,8,6,0,8,1
5354,Z,2,4,3,3,1,8,6,2,9,11,5,8,1,8,5,8,0
5355,U,5,11,6,8,5,6,9,5,6,6,9,9,3,8,1,8,0
5356,V,3,5,4,4,5,8,8,5,4,7,6,8,6,8,7,4,0
5357,T,1,0,1,1,0,8,13,1,5,6,10,8,0,8,0,8,0
5358,T,4,10,6,7,7,7,8,5,5,6,7,9,6,8,8,6,0
5359,K,1,1,2,1,1,6,7,4,7,6,6,10,3,8,4,9,1
5360,O,2,4,3,3,2,7,7,7,4,9,6,8,2,8,3,8,0
5361,K,6,11,9,8,6,7,6,2,7,10,5,9,4,7,5,9,1
5362,U,3,6,5,4,3,6,9,5,7,7,9,9,3,9,1,8,0
5363,L,3,7,5,5,2,5,4,2,10,6,1,9,0,7,3,6,1
5364,R,10,15,8,8,5,9,7,7,5,10,2,9,7,5,6,10,0
5365,M,6,7,9,5,6,9,6,2,5,9,5,7,8,4,2,8,1
5366,A,2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,6,1
5367,H,12,15,11,8,6,8,7,4,5,9,7,7,7,10,5,9,1
5368,J,5,9,6,7,3,10,6,1,7,14,3,7,0,7,0,8,1
5369,H,8,13,8,8,5,6,9,4,5,9,8,9,6,8,6,8,1
5370,M,7,11,11,8,8,7,6,3,5,9,8,9,8,6,2,8,1
5371,F,4,10,4,7,2,1,12,5,5,12,11,8,0,8,2,6,1
5372,S,4,8,5,6,4,7,9,7,7,8,4,6,2,7,9,9,0
5373,Y,8,7,6,10,4,9,7,6,6,4,10,7,5,10,3,7,0
5374,M,5,6,8,4,5,8,6,2,5,9,6,8,7,5,2,8,1
5375,O,2,5,3,4,2,8,7,7,4,9,4,8,2,8,2,8,0
5376,G,2,1,2,2,1,7,7,6,5,6,6,9,2,9,4,9,1
5377,L,1,4,3,3,1,6,5,1,6,8,3,10,1,7,2,9,1
5378,G,4,5,5,4,3,6,6,6,6,6,6,9,2,9,4,8,1
5379,X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8,0
5380,A,2,7,3,5,2,7,4,2,0,7,2,8,1,6,1,8,1
5381,S,4,6,5,8,2,8,7,6,9,4,6,7,0,8,9,8,0
5382,T,4,8,5,6,4,6,11,3,6,8,11,8,2,12,1,7,0
5383,T,9,13,8,7,4,8,6,4,10,13,5,7,2,9,6,6,0
5384,X,7,11,10,8,5,10,7,2,9,11,1,6,4,9,4,10,0
5385,C,2,4,3,3,1,4,9,4,7,11,9,12,1,9,2,7,1
5386,Z,4,6,5,4,3,7,8,2,9,11,8,6,1,8,6,6,0
5387,Z,4,11,5,9,6,7,7,5,10,7,5,9,3,10,9,8,0
5388,T,2,7,4,4,1,9,14,1,6,5,11,9,0,8,0,8,0
5389,V,3,2,5,4,2,6,12,3,4,8,12,8,3,10,1,8,0
5390,X,3,4,6,3,2,9,6,2,8,10,3,7,2,7,3,9,0
5391,L,3,3,3,5,1,0,1,6,6,0,1,5,0,8,0,8,1
5392,R,4,9,4,6,3,6,11,9,3,7,2,9,3,7,5,10,0
5393,H,7,11,10,8,8,9,7,3,6,10,4,7,6,8,5,8,1
5394,Q,5,8,7,9,7,9,7,7,2,5,8,9,5,9,7,11,0
5395,P,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8,0
5396,J,2,7,4,5,2,7,7,3,5,15,6,9,1,6,1,7,1
5397,V,6,11,5,6,3,8,10,5,5,7,10,5,5,12,3,7,0
5398,Q,3,3,4,5,4,8,7,6,2,5,7,9,3,9,5,10,0
5399,S,4,5,6,4,5,10,8,5,5,6,8,9,4,11,6,10,0
5400,Y,3,5,5,7,1,9,10,3,2,6,13,8,2,11,0,8,0
5401,L,3,10,4,7,4,3,4,4,7,2,0,8,0,6,1,6,1
5402,L,5,11,6,8,4,3,4,4,9,2,0,7,0,7,1,5,1
5403,A,5,8,7,7,6,9,7,3,4,7,7,6,5,10,4,6,1
5404,X,8,13,8,7,5,7,6,2,8,11,4,8,4,5,4,7,0
5405,F,4,11,4,8,2,0,13,5,4,12,11,6,0,8,2,5,1
5406,M,4,10,5,8,6,7,5,11,1,7,9,8,8,6,1,9,1
5407,I,2,9,3,7,3,8,7,0,7,7,6,8,0,8,3,7,1
5408,H,3,4,6,3,3,8,8,3,6,10,6,7,3,8,3,8,1
5409,L,6,9,8,8,7,7,7,4,6,7,7,8,3,8,9,10,1
5410,E,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,1
5411,V,4,10,6,7,2,9,8,4,3,6,14,8,3,10,0,8,0
5412,G,4,9,5,6,2,7,6,8,8,6,5,10,2,8,5,11,1
5413,P,4,7,6,9,7,6,8,5,2,8,7,6,9,12,7,8,0
5414,G,5,9,7,8,8,7,9,5,2,7,7,8,6,11,7,9,1
5415,A,3,8,5,6,3,5,4,3,0,5,2,7,2,7,2,7,1
5416,S,5,10,6,8,3,8,8,6,10,5,6,6,0,8,9,7,0
5417,X,11,15,10,8,5,11,6,3,9,10,4,7,4,11,4,11,0
5418,I,2,9,3,6,2,6,8,0,7,14,7,8,0,8,1,7,1
5419,D,3,6,5,4,3,7,7,7,8,6,5,4,3,8,3,7,1
5420,L,2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6,1
5421,W,4,3,4,2,2,4,11,3,2,9,9,7,6,11,1,6,0
5422,A,3,2,6,4,3,8,1,2,2,7,2,8,2,7,3,7,1
5423,P,5,9,6,7,5,7,9,5,6,9,8,4,5,10,5,7,0
5424,A,4,6,6,6,5,7,8,2,4,7,7,9,5,7,3,7,1
5425,K,9,13,9,7,5,10,6,2,6,11,4,7,6,11,3,9,1
5426,N,3,7,5,5,3,5,10,6,4,7,7,9,5,9,1,8,0
5427,X,4,4,5,6,1,7,7,4,4,7,6,8,3,8,4,8,0
5428,T,5,10,7,8,6,7,7,7,6,5,10,10,5,6,9,7,0
5429,R,5,10,6,8,4,5,11,8,3,7,4,8,3,8,6,11,0
5430,P,6,10,9,8,5,7,12,7,3,11,4,2,2,11,4,8,0
5431,L,2,5,4,4,2,7,3,1,8,9,2,10,0,7,2,8,1
5432,X,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,0
5433,W,7,11,9,8,10,8,7,6,3,6,8,8,6,8,5,7,0
5434,P,5,11,8,8,6,8,9,3,5,13,5,4,4,10,4,8,0
5435,B,3,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10,1
5436,C,2,1,3,2,1,6,7,6,7,8,7,13,1,9,4,10,1
5437,M,5,8,8,6,7,7,6,5,5,7,7,11,14,6,2,10,1
5438,S,8,13,6,7,3,9,1,2,5,8,2,8,3,7,5,11,0
5439,M,7,10,9,8,9,9,7,6,5,6,7,6,11,8,4,5,1
5440,H,3,7,5,5,6,8,7,4,3,6,6,7,7,8,8,8,1
5441,P,4,10,4,7,4,4,11,8,2,9,6,4,1,10,3,8,0
5442,W,6,6,6,4,4,5,11,3,2,9,7,7,7,12,2,6,0
5443,Z,3,5,4,7,2,7,7,4,13,10,6,8,0,8,8,8,0
5444,H,5,10,7,8,10,9,6,4,4,6,6,7,8,7,7,6,1
5445,U,4,9,6,7,4,7,9,5,7,5,9,9,3,9,1,8,0
5446,E,5,10,5,7,3,3,8,6,11,7,6,15,0,8,7,7,1
5447,Q,2,3,3,4,2,8,7,5,3,8,7,9,2,9,3,8,0
5448,O,3,5,4,4,3,8,7,7,4,9,5,8,2,8,2,8,0
5449,S,3,7,4,5,3,7,8,3,7,10,5,7,2,7,5,8,0
5450,M,4,5,6,4,6,6,8,5,3,6,5,8,9,7,4,8,1
5451,N,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,0
5452,E,2,3,3,2,2,8,7,1,7,11,5,8,2,8,4,10,1
5453,P,1,1,2,2,1,5,9,4,3,9,7,4,1,10,2,7,0
5454,H,6,9,9,7,8,6,8,3,6,10,7,8,3,8,3,7,1
5455,B,2,3,3,2,2,7,7,5,5,6,5,6,2,8,5,9,1
5456,W,6,11,10,8,6,5,10,2,3,8,9,9,8,11,1,8,0
5457,I,1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,1
5458,R,5,11,6,8,4,6,9,10,5,7,5,8,3,8,6,10,0
5459,H,6,10,6,8,5,7,6,14,2,7,8,8,3,8,0,8,1
5460,W,6,5,8,7,4,4,8,5,2,7,9,8,9,9,0,8,0
5461,M,5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,1
5462,X,1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,0
5463,H,2,5,4,3,3,7,7,2,5,10,6,8,3,8,2,8,1
5464,G,5,5,7,8,3,7,5,7,10,5,5,9,1,9,7,11,1
5465,V,3,7,5,5,2,7,12,3,4,6,12,8,2,10,1,8,0
5466,V,6,11,6,8,3,2,12,5,4,11,12,8,3,9,1,8,0
5467,B,3,5,4,4,4,7,7,5,5,6,6,6,2,8,6,9,1
5468,E,3,7,5,5,3,10,6,2,7,11,4,9,2,8,5,12,1
5469,W,6,7,6,5,4,6,11,4,2,8,7,6,6,12,2,5,0
5470,W,7,7,10,6,10,8,8,5,5,7,5,8,9,8,9,6,0
5471,O,5,9,6,6,4,8,6,8,4,7,4,8,3,8,3,8,0
5472,Z,3,9,4,6,3,7,7,3,12,9,6,8,0,8,8,8,0
5473,Y,6,6,5,9,4,7,7,4,3,6,11,6,4,11,6,6,0
5474,Z,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,0
5475,W,5,11,8,8,4,4,8,5,2,7,9,8,8,10,0,8,0
5476,T,2,6,4,4,1,9,15,1,5,5,11,9,0,8,0,8,0
5477,H,3,5,4,4,3,7,7,6,6,7,6,8,3,8,3,8,1
5478,D,5,10,7,8,6,7,7,8,5,7,6,5,4,8,3,7,1
5479,Z,3,7,5,5,3,8,7,2,9,11,5,10,1,9,6,10,0
5480,X,6,11,9,8,6,5,8,1,8,10,10,10,3,8,4,6,0
5481,J,1,3,2,2,1,10,6,3,6,12,4,10,0,7,1,8,1
5482,V,1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,0
5483,H,3,7,5,5,6,7,6,5,4,6,6,8,6,8,8,10,1
5484,H,6,11,6,8,6,7,8,14,1,7,5,8,3,8,0,8,1
